testing_type,testing_cat,prob_inf,prob_inf_cat,sens_type,sens_cat,prop_subclin,prop_subclin_cat,symptom_adherence,risk_multiplier,risk_multi_cat,rapid_test_multiplier,rapid_test_cat,if_threshold,time_step,metric,n,mean,sd,median,p025,p100,p250,p750,p900,p975,min,max,n_missing,n_infinite,n_nan,n_total,quarantine_adherence,relative_time,metric_cat,quarantine_adherence_cat
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,753.1056733333334,207.08420090493328,682.42,533.6580000000001,565.8340000000001,597.86,871.7250000000001,1001.788,1334.351,351.03999999999996,1518.2000000000003,0,0,0,3000,0.2,2,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,1001.4626066666667,261.18006176319466,912.8600000000001,728.0600000000001,765.4000000000001,803.1300000000001,1162.855,1312.872,1732.0725000000004,457.44000000000005,1927,0,0,0,3000,0.2,3,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,1340.2920733333333,325.4983249854866,1232.25,993.921,1035.35,1081.76,1545.3,1726.608,2221.6385,630.0600000000001,2522.5000000000005,0,0,0,3000,0.2,4,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,1782.9168733333333,390.235858821039,1660.64,1340.4050000000002,1400.58,1476.98,2037.06,2255.944,2830.826000000001,851.2600000000001,3220.1,0,0,0,3000,0.2,5,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,2288.9267400000003,455.2596486814365,2169.85,1740.5685000000003,1837.114,1935.8449999999998,2579.9800000000005,2863.936,3479.3535,1199.82,3988.5000000000005,0,0,0,3000,0.2,6,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,2813.8134066666667,523.5024002243048,2699.05,2189.931,2289.994,2396.3599999999997,3130.675,3509.0159999999996,4144.2025,1572.6200000000001,4834.0999999999995,0,0,0,3000,0.2,7,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,3316.8006066666667,592.341779495766,3147.5,2637.081,2745.3680000000004,2855.36,3663.7850000000003,4122.948,4778.6285,1935.8200000000002,5609.3,0,0,0,3000,0.2,8,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,3740.0735400000003,682.0784669514899,3623.29,3004.092,3101.7600000000007,3185.3,4161.05,4702.143999999999,5361.508000000002,2221.84,6312.560000000001,0,0,0,3000,0.2,9,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,4051.7278066666668,788.2874815090985,3916.0300000000007,3170.3370000000004,3276.6800000000003,3400.8349999999996,4552.095,5209.542,5888.811000000001,2319.36,7089.760000000001,0,0,0,3000,0.2,10,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,4251.734873333334,894.0382512607741,4068.1,3207.9494999999997,3335.242,3496.6450000000004,4796.814999999999,5534.530000000001,6366.420000000001,2319.36,7753.760000000001,0,0,0,3000,0.2,11,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,4359.481940000001,985.058080337254,4145.59,3207.9494999999997,3335.242,3503.1800000000003,4961.75,5778.639999999999,6728.945500000001,2319.36,8313.76,0,0,0,3000,0.2,12,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,4404.89914,1045.06357181448,4177.63,3207.9494999999997,3335.242,3503.1800000000003,5044.71,5875.35,6950.558000000001,2319.36,8789.76,0,0,0,3000,0.2,13,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,4419.159673333334,1073.5928199539987,4177.63,3207.9494999999997,3335.242,3503.1800000000003,5056.99,5901.698000000001,7090.457000000002,2319.36,9070.960000000001,0,0,0,3000,0.2,14,Cumulative infectious days,20%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,304.9485,59.719648440748784,296,230.98749999999998,243,256.5,336.125,394,444.03750000000014,160,540,0,0,0,3000,0.4,-3,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,362.8333333333333,74.04128077841887,351.75,272.4875,286.5,303,401,473,537.0250000000001,186.5,663,0,0,0,3000,0.4,-2,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,427.2663333333333,92.1630181102555,411.5,315,334,353,472.5,563.55,642.5125,216.5,806.5,0,0,0,3000,0.4,-1,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4000000000001,0,0,0,3000,0.4,0,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,563.27274,146.34989572192507,520.38,403.81499999999994,429.628,453.01500000000004,638.3649999999999,748.3,963.1535000000003,266,1151.12,0,0,0,3000,0.4,1,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,688.03378,183.85635241628052,626.97,491.25300000000004,520.7959999999999,549.8549999999999,790,915.224,1196.0819999999999,328.08000000000004,1381.1000000000001,0,0,0,3000,0.4,2,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,874.30148,223.8714326570712,799.5999999999999,637.177,670.798,704.0550000000001,1006.4849999999999,1145.3819999999998,1492.8395,407.88,1687.3999999999999,0,0,0,3000,0.4,3,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,1128.42358,271.20396866969145,1048.05,838.4515,873.8919999999999,912.135,1295.27,1456.9399999999998,1866.6380000000001,544.22,2133.8,0,0,0,3000,0.4,4,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,1460.39218,319.32659762198097,1370.13,1100.279,1148.436,1209.42,1660.56,1855.088,2323.4509999999996,710.1199999999999,2636.9,0,0,0,3000,0.4,5,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,1839.89958,368.3871515199174,1750.46,1403.0465,1476.8539999999998,1551.83,2068.515,2311.5299999999997,2801.6635,970.7399999999999,3211.2,0,0,0,3000,0.4,6,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,2233.5645799999998,420.0883711942379,2141,1738.2899999999997,1818.074,1898.6,2483,2792.0039999999995,3301.796,1250.3400000000001,3845.3999999999996,0,0,0,3000,0.4,7,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,2610.80498,472.42839485360554,2475.36,2075.2980000000002,2157.198,2241.215,2884.415,3253.526,3776.9420000000005,1522.74,4426.8,0,0,0,3000,0.4,8,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,2928.25968,540.0634485722878,2837.7,2348.534,2423.9860000000003,2491.63,3258.325,3685.202,4211.6905,1731.18,4978.92,0,0,0,3000,0.4,9,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,3162.00038,619.4948250286421,3058.73,2473.8864999999996,2556.464,2652.5399999999995,3553.75,4063.3999999999996,4616.7805,1806.8200000000002,5561.82,0,0,0,3000,0.4,10,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,3312.0056799999998,698.3890634699227,3171.87,2501.7535,2598.7879999999996,2723.8299999999995,3740.3599999999997,4317.548,4971.4035,1806.8200000000002,6059.82,0,0,0,3000,0.4,11,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,3392.81598,766.261156194895,3224.44,2501.7535,2598.7879999999996,2728.59,3862.1400000000003,4499.657999999999,5229.865000000001,1806.8200000000002,6479.82,0,0,0,3000,0.4,12,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,3426.8788799999998,811.0215514659642,3251.6799999999994,2501.7535,2598.7879999999996,2728.59,3920.85,4580.407999999999,5414.321000000001,1806.8200000000002,6836.819999999999,0,0,0,3000,0.4,13,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,3437.57428,832.3147420323735,3251.6799999999994,2501.7535,2598.7879999999996,2728.59,3933.9849999999997,4595.526,5504.512500000003,1806.8200000000002,7047.72,0,0,0,3000,0.4,14,Cumulative infectious days,40%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,304.9485,59.719648440748784,296,230.98749999999998,243,256.5,336.125,394,444.03750000000014,160,540,0,0,0,3000,0.6000000000000001,-3,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,362.8333333333333,74.04128077841887,351.75,272.4875,286.5,303,401,473,537.0250000000001,186.5,663,0,0,0,3000,0.6000000000000001,-2,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,427.2663333333333,92.1630181102555,411.5,315,334,353,472.5,563.55,642.5125,216.5,806.5,0,0,0,3000,0.6000000000000001,-1,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4000000000001,0,0,0,3000,0.6000000000000001,0,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,539.78786,136.68952622060405,501.57,389.175,413.65,435.735,608.3849999999999,715.8439999999998,909.7275000000001,257.79999999999995,1095.88,0,0,0,3000,0.6000000000000001,1,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,622.9618866666666,161.0895947354075,571.19,449.01199999999994,475.29999999999995,501.67999999999995,708.7850000000001,825.3460000000001,1059.3815,299.79999999999995,1249.2,0,0,0,3000,0.6000000000000001,2,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,747.1403533333332,187.18428988851824,687.06,547.1169999999998,575.91,605.035,851.3999999999999,982.1740000000001,1257.874,358.31999999999994,1447.7999999999997,0,0,0,3000,0.6000000000000001,3,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,916.5550866666665,217.7501395588189,857.9599999999998,680.9259999999999,712.406,743.3299999999999,1042.0549999999998,1188.9659999999997,1503.6209999999999,453.91999999999996,1745.3999999999999,0,0,0,3000,0.6000000000000001,4,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,1137.8674866666665,249.275352590971,1072.0499999999997,859.0554999999998,896.5679999999999,940.8349999999998,1286.5199999999995,1453.2739999999997,1805.154,568.9799999999999,2080.7999999999997,0,0,0,3000,0.6000000000000001,5,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,1390.8724199999997,282.19797468027326,1320.7099999999996,1062.306,1115.6959999999997,1168.78,1557.0899999999997,1753.1399999999994,2128.0014999999994,741.6599999999999,2456.7999999999993,0,0,0,3000,0.6000000000000001,6,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,1653.315753333333,317.16323483185874,1578.8399999999997,1286.5785,1342.6899999999998,1400.7849999999999,1834.7399999999998,2075.0699999999997,2458.9165,928.06,2856.7999999999993,0,0,0,3000,0.6000000000000001,7,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,1904.809353333333,352.8049112228685,1807.83,1511.0584999999996,1569.056,1626.6349999999998,2105.4849999999997,2384.388,2775.4469999999997,1109.6599999999999,3244.2999999999993,0,0,0,3000,0.6000000000000001,8,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,2116.4458199999995,398.2420955542219,2051.1499999999996,1692.4434999999996,1744.81,1795.0149999999994,2354.2399999999993,2672.341999999999,3069.92,1240.5199999999998,3645.2799999999997,0,0,0,3000,0.6000000000000001,9,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,2272.272953333333,450.9110634373344,2198.7999999999993,1776.3435,1835.3019999999995,1902.3699999999997,2551.29,2925.604,3331.0424999999996,1294.2799999999997,4033.8799999999997,0,0,0,3000,0.6000000000000001,10,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,2372.276486666666,502.9894904531225,2275.879999999999,1799.3759999999995,1865.3899999999999,1951.85,2678.6749999999997,3107.5639999999985,3572.7444999999993,1294.2799999999997,4365.879999999999,0,0,0,3000,0.6000000000000001,11,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,2426.1500199999996,547.7463659436434,2305.5399999999995,1799.3759999999995,1865.3899999999999,1955.33,2758.2599999999993,3220.2159999999994,3739.095,1294.2799999999997,4645.879999999999,0,0,0,3000,0.6000000000000001,12,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,2448.8586199999995,577.2780274027436,2323.4399999999996,1799.3759999999995,1865.3899999999999,1955.33,2794.7049999999995,3271.447999999999,3868.065999999999,1294.2799999999997,4883.879999999999,0,0,0,3000,0.6000000000000001,13,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,2455.988886666666,591.3407769157376,2323.4399999999996,1799.3759999999995,1865.3899999999999,1955.33,2804.1099999999997,3293.3059999999987,3928.506999999999,1294.2799999999997,5024.48,0,0,0,3000,0.6000000000000001,14,Cumulative infectious days,60%
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,304.9485,59.719648440748784,296,230.98749999999998,243,256.5,336.125,394,444.03750000000014,160,540,0,0,0,3000,0.8,-3,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,362.8333333333333,74.04128077841887,351.75,272.4875,286.5,303,401,473,537.0250000000001,186.5,663,0,0,0,3000,0.8,-2,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,427.2663333333333,92.1630181102555,411.5,315,334,353,472.5,563.55,642.5125,216.5,806.5,0,0,0,3000,0.8,-1,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,492.8181,118.0062599816423,466.35,359.69250000000005,380.4,401.3,548.525,653.2199999999999,796.2,241.39999999999998,985.4,0,0,0,3000,0.8,0,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,516.30298,127.22586890025711,483.7900000000001,374.7395,396.996,418.55000000000007,578.045,684.132,851.5020000000001,249.6,1040.6399999999999,0,0,0,3000,0.8,1,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,557.8899933333333,139.01066106248697,518.8399999999999,404.73949999999996,428.878,451.895,629.64,739.1399999999999,929.7625000000002,270.59999999999997,1117.3,0,0,0,3000,0.8,2,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,619.9792266666666,151.5705932100418,575.26,454.7149999999999,480.63,504.41499999999996,700.165,815.5219999999999,1027.577,308.76,1213.54,0,0,0,3000,0.8,3,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,704.6865933333332,165.951051624989,658.0799999999999,522.4594999999999,548.79,575.15,792.52,918.3019999999999,1146.3274999999999,356.55999999999995,1357,0,0,0,3000,0.8,4,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,815.3427933333332,181.0806502400548,766.8599999999999,615.9354999999998,641.4720000000001,673.1199999999999,915.0499999999998,1049.1059999999998,1292.351,419.55999999999995,1524.6999999999998,0,0,0,3000,0.8,5,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,941.8452599999999,197.58835553648802,889.7399999999999,719.1394999999998,751.9359999999999,787.7949999999998,1050.92,1201.59,1452.4605,512.5799999999999,1712.6999999999998,0,0,0,3000,0.8,6,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,1073.0669266666666,215.4288671226565,1017.8899999999999,832.6149999999999,865.8179999999999,902.6549999999999,1189.6399999999999,1362.9999999999998,1619.9315,599.56,1912.6999999999998,0,0,0,3000,0.8,7,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,1198.8137266666665,233.9165130837846,1141.3799999999997,944.4369999999999,979.3779999999998,1015.0699999999998,1329.5749999999998,1521.61,1780.742,685.3599999999999,2098.7999999999997,0,0,0,3000,0.8,8,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,1304.6319599999997,256.93530244357686,1262.8499999999997,1033.4274999999998,1066.3179999999998,1098.9299999999998,1450.6049999999998,1660.9359999999995,1926.1899999999998,749.8599999999999,2311.64,0,0,0,3000,0.8,9,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,1382.5455266666665,282.9098799666014,1338.7499999999998,1074.0334999999998,1113.8759999999997,1153.995,1547.5349999999999,1784.4719999999995,2058.7284999999997,778.9999999999999,2505.9399999999996,0,0,0,3000,0.8,10,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,1432.547293333333,308.3144909230048,1375.1699999999998,1087.4885,1130.2599999999998,1180.54,1611.955,1878.9279999999994,2176.7395,778.9999999999999,2671.9399999999996,0,0,0,3000,0.8,11,Cumulative infectious days,80% (baseline)
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine",0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,1459.4840599999998,330.0745179072552,1393.7599999999998,1087.4885,1130.5259999999998,1184.99,1649.7399999999996,1943.6079999999997,2260.3879999999995,778.9999999999999,2811.9399999999996,0,0,0,3000,0.8,12,Cumulative infectious days,80% (baseline)
