testing_type,testing_cat,prob_inf,prob_inf_cat,sens_type,symptom_screening,symptom_cat,risk_multiplier,risk_multi_cat,rapid_test_multiplier,rapid_test_cat,if_threshold,time_step,metric,n,mean,sd,median,p025,p100,p250,p750,p900,p975,min,max,n_missing,n_infinite,n_nan,n_total,relative_time,metric_cat
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,545.2356666666667,136.97115874274894,501.5,384.9875,411.5,442,624.5,721.0999999999999,913.0250000000001,268.5,1067,0,0,0,3000,5,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,564.2966666666666,140.9786082291032,520,400.5,428.5,458.5,643.5,746.05,953.5625000000002,282.5,1110.5,0,0,0,3000,6,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,581.2696666666667,145.43187668736118,536.5,414,441.5,473.5,661.5,768.55,983.0250000000001,285,1161.5,0,0,0,3000,7,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,594.3885,150.16381846239926,548,420.9875,451,484,676.625,788,1016,285,1227,0,0,0,3000,8,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,603.2503333333333,155.55489526756395,555.5,425.4875,454.5,488.5,685.75,803.55,1037.525,285,1286.5,0,0,0,3000,9,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,608.13,160.70139258635274,558.5,425.9875,454.5,489.5,690.125,816.05,1064.0375000000001,285,1342.5,0,0,0,3000,10,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,610.1061666666667,164.17443688715557,559,425.9875,454.5,489.5,690.625,822.5,1072.0125,285,1392.5,0,0,0,3000,11,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,610.7078333333334,165.65746794978708,559,425.9875,454.5,489.5,691,826.05,1073.1750000000006,285,1438,0,0,0,3000,12,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,610.7703333333334,165.87827953380733,559,425.9875,454.5,489.5,691,826.05,1073.1750000000006,285,1474,0,0,0,3000,13,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,610.7703333333334,165.87827953380733,559,425.9875,454.5,489.5,691,826.05,1073.1750000000006,285,1474,0,0,0,3000,14,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,67,cume_n_infection_daily,1000,101.035,21.35439732901131,97,70,77,84.5,114.5,131.5,149.5,56.5,184.5,0,0,0,1000,-3,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,68,cume_n_infection_daily,1000,120.2455,26.640536742865148,114.75,82.5,91,100,136.5,157.55,180.0125,64,223.5,0,0,0,1000,-2,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,69,cume_n_infection_daily,1000,141.6375,33.13686611080845,134,95.5,106,116.5,161,188,219.02499999999998,72,269,0,0,0,1000,-1,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,70,cume_n_infection_daily,1000,169.347,43.12971438884407,157.5,113.48750000000001,125.5,137.5,192,228.05,279.525,81,353,0,0,0,1000,0,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,71,cume_n_infection_daily,1000,211.9965,60.08436042863499,194,139.9625,153.95,168,242.125,284.55,376.0125,94.5,480,0,0,0,1000,1,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,72,cume_n_infection_daily,1000,282.4265,82.34580243660832,257,187.9875,204,221.875,324.125,379.1,510.025,116.5,631.5,0,0,0,1000,2,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,73,cume_n_infection_daily,1000,386.3755,105.97138379739096,354,267.4875,283.95,309.375,442.625,512.1500000000001,682.0374999999999,171,812,0,0,0,1000,3,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,74,cume_n_infection_daily,1000,542.304,144.45560392558505,494.25,373.475,397.9,427,632,728.6000000000001,905.0999999999999,262,1096,0,0,0,1000,4,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,75,cume_n_infection_daily,1000,564.417,148.6304447955402,514.25,387,415.45000000000005,446.5,654,751.5999999999999,935.6624999999999,275.5,1132,0,0,0,1000,5,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,76,cume_n_infection_daily,1000,590.763,153.32954144351726,539.5,407.9875,437.45000000000005,468.875,681.25,783,986.05,290.5,1166.5,0,0,0,1000,6,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,77,cume_n_infection_daily,1000,617.152,158.30204494394073,566.25,430.98749999999995,460,492.375,713.5,817,1034.6124999999997,302,1196,0,0,0,1000,7,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,78,cume_n_infection_daily,1000,639.0035,163.73053143709842,590.5,447.4625,477.95,512.375,734.25,843.65,1086,310.5,1278,0,0,0,1000,8,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,79,cume_n_infection_daily,1000,655.0725,171.2555092345738,608.5,455,485.5,524.5,750.125,869.75,1124.5375,310.5,1357,0,0,0,1000,9,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,80,cume_n_infection_daily,1000,664.708,179.8716474198909,622.75,455.4875,485.95,526.5,755.25,899.65,1155.225,310.5,1428.5,0,0,0,1000,10,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,81,cume_n_infection_daily,1000,668.952,186.67907695768633,626.25,455.4875,485.95,526.5,756.125,917.1,1175.0375000000001,310.5,1493,0,0,0,1000,11,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,82,cume_n_infection_daily,1000,670.3365,189.91156868835472,626.25,455.4875,485.95,526.5,759.25,918.9500000000002,1176.9249999999995,310.5,1550,0,0,0,1000,12,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,83,cume_n_infection_daily,1000,670.5285,190.65890815014916,626.25,455.4875,485.95,526.5,759.25,918.9500000000002,1176.9249999999995,310.5,1599.5,0,0,0,1000,13,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,4,4x,NA,NA,0,84,cume_n_infection_daily,1000,670.5285,190.65890815014916,626.25,455.4875,485.95,526.5,759.25,918.9500000000002,1176.9249999999995,310.5,1599.5,0,0,0,1000,14,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,67,cume_n_infection_daily,1000,101.035,21.35439732901131,97,70,77,84.5,114.5,131.5,149.5,56.5,184.5,0,0,0,1000,-3,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,68,cume_n_infection_daily,1000,120.2455,26.640536742865148,114.75,82.5,91,100,136.5,157.55,180.0125,64,223.5,0,0,0,1000,-2,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,69,cume_n_infection_daily,1000,141.6375,33.13686611080845,134,95.5,106,116.5,161,188,219.02499999999998,72,269,0,0,0,1000,-1,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,70,cume_n_infection_daily,1000,169.347,43.12971438884407,157.5,113.48750000000001,125.5,137.5,192,228.05,279.525,81,353,0,0,0,1000,0,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,71,cume_n_infection_daily,1000,211.9965,60.08436042863499,194,139.9625,153.95,168,242.125,284.55,376.0125,94.5,480,0,0,0,1000,1,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,72,cume_n_infection_daily,1000,282.4265,82.34580243660832,257,187.9875,204,221.875,324.125,379.1,510.025,116.5,631.5,0,0,0,1000,2,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,73,cume_n_infection_daily,1000,386.3755,105.97138379739096,354,267.4875,283.95,309.375,442.625,512.1500000000001,682.0374999999999,171,812,0,0,0,1000,3,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,74,cume_n_infection_daily,1000,582.534,200.36030069376042,495.75,373.475,397.9,427,683.75,889.1,1020.1499999999999,262,1328,0,0,0,1000,4,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,75,cume_n_infection_daily,1000,617.821,208.41185297256837,528.25,391.9875,423.95,458,739.125,939.55,1063.55,272,1387,0,0,0,1000,5,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,76,cume_n_infection_daily,1000,666.8795,214.00845508670585,577.75,429.4625,466,500.875,798.625,993.05,1116.0625,313,1445.5,0,0,0,1000,6,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,77,cume_n_infection_daily,1000,721.216,217.56332904730556,627,482.9875,515,548,856.75,1045.6,1204.5749999999998,350,1499.5,0,0,0,1000,7,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,78,cume_n_infection_daily,1000,769.246,220.63537216740983,678.5,525.475,554.95,592.875,915.875,1091.15,1288.6,383.5,1550.5,0,0,0,1000,8,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,79,cume_n_infection_daily,1000,806.2845,230.31573034726784,724,539.9625,571.95,622,958.5,1110.25,1375.55,383.5,1621.5,0,0,0,1000,9,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,80,cume_n_infection_daily,1000,829.3165,246.3636379822921,766.75,540.4875,573.45,625,990.25,1154.05,1466.6,383.5,1788,0,0,0,1000,10,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,81,cume_n_infection_daily,1000,839.608,261.49965852254456,771.25,540.4875,573.45,625,993.125,1194.15,1507.5125,383.5,1946,0,0,0,1000,11,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,82,cume_n_infection_daily,1000,842.918,268.898040029919,771.25,540.4875,573.45,625,996.5,1206.5500000000002,1525.675,383.5,2093.5,0,0,0,1000,12,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,83,cume_n_infection_daily,1000,843.3765,270.6463364562454,771.25,540.4875,573.45,625,996.5,1206.5500000000002,1526.0749999999996,383.5,2233,0,0,0,1000,13,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,FALSE,No symptom screening,10,10x,NA,NA,0,84,cume_n_infection_daily,1000,843.3765,270.6463364562454,771.25,540.4875,573.45,625,996.5,1206.5500000000002,1526.0749999999996,383.5,2233,0,0,0,1000,14,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,67,cume_n_infection_daily,1000,101.035,21.35439732901131,97,70,77,84.5,114.5,131.5,149.5,56.5,184.5,0,0,0,1000,-3,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,68,cume_n_infection_daily,1000,120.2455,26.640536742865148,114.75,82.5,91,100,136.5,157.55,180.0125,64,223.5,0,0,0,1000,-2,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,69,cume_n_infection_daily,1000,141.6375,33.13686611080845,134,95.5,106,116.5,161,188,219.02499999999998,72,269,0,0,0,1000,-1,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,70,cume_n_infection_daily,1000,162.545,41.644840830140865,151.5,109.48750000000001,121,131.875,184,219.55,270,79,340,0,0,0,1000,0,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,71,cume_n_infection_daily,1000,201.1485,57.95618273201632,183.5,133,146.5,158.5,230,268.20000000000005,364.0125,90.5,458,0,0,0,1000,1,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,72,cume_n_infection_daily,1000,270.4555,80.09914883064235,242.5,182.4875,195,213,312.5,366,498.025,112.5,604.5,0,0,0,1000,2,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,73,cume_n_infection_daily,1000,374.1815,103.96401697017374,337.5,261.4875,276.95,299.5,431,498.5,668.5249999999999,167,785,0,0,0,1000,3,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,74,cume_n_infection_daily,1000,509.948,128.59603507198906,466,365.975,389,415.5,577.125,668.05,870.0125,258,1012,0,0,0,1000,4,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,75,cume_n_infection_daily,1000,525.733,131.8132369697385,479,377.48749999999995,404.45,430,594.625,685.05,893.625,271.5,1046,0,0,0,1000,5,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,76,cume_n_infection_daily,1000,541.055,135.560304186259,492.5,389.475,416.45,444,610.5,706.1,926.025,286,1079,0,0,0,1000,6,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,77,cume_n_infection_daily,1000,553.5875,139.598807017362,504.25,396.48749999999995,425.45000000000005,455.5,623,722.6000000000001,949.025,294.5,1134,0,0,0,1000,7,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,78,cume_n_infection_daily,1000,562.5025,143.70352795842453,510.75,400.5,430,461.375,632.625,734.1500000000001,961.7249999999999,300,1184,0,0,0,1000,8,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,79,cume_n_infection_daily,1000,568.186,147.73220098274854,515.5,402.4625,431.95,464.375,636.875,747.5,982.025,300,1229.5,0,0,0,1000,9,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,80,cume_n_infection_daily,1000,571.1895,151.0470938625246,519.5,402.5,431.95,464.875,639,755.05,990.5249999999999,300,1268.5,0,0,0,1000,10,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,81,cume_n_infection_daily,1000,572.3845,153.0894519228547,520,402.5,431.95,464.875,641.125,766.05,994.0125,300,1302,0,0,0,1000,11,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,82,cume_n_infection_daily,1000,572.729,153.9282038839892,520,402.5,431.95,464.875,641.5,766.05,994.0125,300,1329.5,0,0,0,1000,12,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,83,cume_n_infection_daily,1000,572.776,154.11765172936737,520,402.5,431.95,464.875,641.5,766.05,994.5749999999998,300,1346,0,0,0,1000,13,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,1,1x,NA,NA,0,84,cume_n_infection_daily,1000,572.776,154.11765172936737,520,402.5,431.95,464.875,641.5,766.05,994.5749999999998,300,1346,0,0,0,1000,14,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,101.11366666666666,21.219079378367102,97,70.48750000000001,78,85,114.125,131.5,149.5,36,185.5,0,0,0,3000,-3,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,120.36266666666667,26.453923645607624,114.5,83.5,92,100.5,136.5,158,180,41.5,227.5,0,0,0,3000,-2,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,141.784,33.002220524077465,134,96.48750000000001,107,117,161.5,188.5,219,49,281.5,0,0,0,3000,-1,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,162.72083333333333,41.44727906171198,151,110,121,132.5,184.5,220.5,269.01250000000005,62,340.5,0,0,0,3000,0,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,201.18066666666667,57.6561454075508,183,133,146.5,160,230,272.04999999999995,364.5,86.5,458,0,0,0,3000,1,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,270.137,79.79968605388181,242.75,179.5,195.5,213.5,311.625,369.5,498.01250000000005,110,604.5,0,0,0,3000,2,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,373.62166666666667,103.58922694889101,337,257.4875,277.5,299.5,429.5,503,667.5,163.5,785,0,0,0,3000,3,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,515.1695,131.73919218669388,469,364.5,389,416.5,594,679.05,875,251,1029,0,0,0,3000,4,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,533.229,135.06000565443418,486.5,376.9875,404,432.5,612,703,905.5,264.5,1062.5,0,0,0,3000,5,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,552.3286666666667,139.05156150558423,505,391,420.45000000000005,449,632.625,729.5,939.0500000000002,279,1091.5,0,0,0,3000,6,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,569.3243333333334,143.52445749019518,521,404.5,433.5,463.5,649.5,750.5999999999999,971.0250000000001,286.5,1141.5,0,0,0,3000,7,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,582.3875,148.27321204076713,534,413.5,444,474.5,663.5,772.5,1000.5125,286.5,1188,0,0,0,3000,8,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,591.2166666666667,153.71391081382794,541.5,416.5,447,479,671.625,789.5,1034.025,286.5,1231.5,0,0,0,3000,9,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,596.1015,158.8950796275956,545.25,416.5,448,480,675.5,801.5,1053.525,286.5,1270.5,0,0,0,3000,10,Cumulative infectious days
pcr_three_days_before_5_day_quarantine_pcr,"PCR 3 days before +
5-day quarantine + PCR",5e-4,"50 per 100,000",upper,TRUE,With symptom screening,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,598.1003333333333,162.42159552058558,546,416.5,448,480,677.125,810.05,1065.5125,286.5,1303,0,0,0,3000,11,Cumulative infectious days
